class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
a,0.24370163679122925,0.6200380921363831,-6.193034209900361e-07,0.0,0.3417876362800598,0.6073179244995117,-0.03668644279241562,0.0,0.43546050786972046,0.4981893301010132,-0.0385592095553875,0.0,0.4650996923446655,0.3628750741481781,-0.03408864513039589,0.0,0.46576225757598877,0.2743920087814331,-0.01742713712155819,0.0,0.3965104818344116,0.3823504149913788,-0.011387502774596214,0.0,0.408059298992157,0.2939068078994751,-0.052418142557144165,0.0,0.38816750049591064,0.4007538855075836,-0.07131858170032501,0.0,0.38418957591056824,0.42518389225006104,-0.07896317541599274,0.0,0.33336856961250305,0.37171122431755066,-0.0035623928997665644,0.0,0.3412172198295593,0.2929363250732422,-0.04541903734207153,0.0,0.33294039964675903,0.41830217838287354,-0.051963839679956436,0.0,0.33455580472946167,0.4232335686683655,-0.048207320272922516,0.0,0.27595508098602295,0.36937057971954346,-0.003204980166628957,0.0,0.28173306584358215,0.2962047755718231,-0.04809033125638962,0.0,0.27797383069992065,0.41656336188316345,-0.02731870487332344,0.0,0.2815742492675781,0.42987874150276184,-0.003370413789525628,0.0,0.21672514081001282,0.36438077688217163,-0.005343005992472172,0.0,0.22339801490306854,0.32081419229507446,-0.02901351824402809,0.0,0.22724908590316772,0.40763604640960693,-0.008789664134383202,0.0,0.2306334674358368,0.42694681882858276,0.012784904800355434,0.0
a,0.2536472678184509,0.6220484972000122,-5.349734806259221e-07,0.0,0.34931471943855286,0.5993629693984985,-0.04686293751001358,0.0,0.4409297704696655,0.48702272772789,-0.05425291135907173,0.0,0.46553266048431396,0.3526601791381836,-0.05256631597876549,0.0,0.46904999017715454,0.25939637422561646,-0.037245869636535645,0.0,0.40091395378112793,0.3661763668060303,-0.021979158744215965,0.0,0.40972191095352173,0.28248804807662964,-0.06347806751728058,0.0,0.38719433546066284,0.3946272134780884,-0.07994785904884338,0.0,0.3867790400981903,0.4123685359954834,-0.08653388172388077,0.0,0.33794429898262024,0.35719919204711914,-0.009403570555150509,0.0,0.34268927574157715,0.28167325258255005,-0.05098731070756912,0.0,0.3328259289264679,0.41191020607948303,-0.05319088697433472,0.0,0.3394562602043152,0.41066986322402954,-0.0465739443898201,0.0,0.27993643283843994,0.3579948842525482,-0.005113763269037008,0.0,0.2813020944595337,0.2917962372303009,-0.048281751573085785,0.0,0.2782669961452484,0.4124608337879181,-0.023684104904532433,0.0,0.2885501980781555,0.41813457012176514,0.0021125352941453457,0.0,0.22188740968704224,0.35670676827430725,-0.004408851265907288,0.0,0.2210007607936859,0.31920909881591797,-0.024919427931308746,0.0,0.22712911665439606,0.40370047092437744,-0.0028471003752201796,0.0,0.23643234372138977,0.41777658462524414,0.019296973943710327,0.0
a,0.2545490562915802,0.6261515617370605,-5.602142323368753e-07,0.0,0.3488868176937103,0.6043861508369446,-0.04864880070090294,0.0,0.4413551390171051,0.48641306161880493,-0.05677138268947601,0.0,0.4653140902519226,0.34679529070854187,-0.05545733869075775,0.0,0.46844568848609924,0.25005292892456055,-0.04022110626101494,0.0,0.3998546302318573,0.3583950996398926,-0.023302845656871796,0.0,0.4087483584880829,0.2770945429801941,-0.06375212222337723,0.0,0.38826918601989746,0.39160627126693726,-0.07854097336530685,0.0,0.3863614797592163,0.4085634648799896,-0.08412837237119675,0.0,0.33568140864372253,0.3497355878353119,-0.009460175409913063,0.0,0.3395288586616516,0.2787652611732483,-0.05144698545336723,0.0,0.33238473534584045,0.4112608730792999,-0.05316028371453285,0.0,0.3374939262866974,0.40714648365974426,-0.046062517911195755,0.0,0.2773490846157074,0.35290390253067017,-0.003740997752174735,0.0,0.2775716781616211,0.288729190826416,-0.04684986174106598,0.0,0.2773782014846802,0.4111570715904236,-0.020888643339276314,0.0,0.286010205745697,0.4156804084777832,0.0056464895606040955,0.0,0.21875126659870148,0.3537370562553406,-0.0017404695972800255,0.0,0.21906764805316925,0.31945332884788513,-0.022581906989216805,0.0,0.22658830881118774,0.405285507440567,0.0001456276950193569,0.0,0.23429104685783386,0.41713082790374756,0.02296949177980423,0.0
a,0.26697394251823425,0.6420037746429443,-4.538152325039846e-07,0.0,0.3583054542541504,0.5953971743583679,-0.053417354822158813,0.0,0.43968528509140015,0.47631803154945374,-0.06616438180208206,0.0,0.4542526304721832,0.3412027657032013,-0.06923495978116989,0.0,0.4508240222930908,0.24350258708000183,-0.05924084782600403,0.0,0.39111918210983276,0.3414619565010071,-0.024425089359283447,0.0,0.3889524042606354,0.27849143743515015,-0.06565717607736588,0.0,0.37722110748291016,0.3933899998664856,-0.08456693589687347,0.0,0.3785334825515747,0.4074459671974182,-0.09330495446920395,0.0,0.3246370851993561,0.3413235545158386,-0.00857902504503727,0.0,0.3176640570163727,0.2796088755130768,-0.05020937696099281,0.0,0.3226592540740967,0.4108147621154785,-0.055514730513095856,0.0,0.32765743136405945,0.40862706303596497,-0.05190092325210571,0.0,0.2651587426662445,0.35450175404548645,-0.0010961090447381139,0.0,0.2546817660331726,0.29146677255630493,-0.04288368299603462,0.0,0.26564478874206543,0.41012534499168396,-0.020757097750902176,0.0,0.2743016183376312,0.4187253713607788,0.0024749150034040213,0.0,0.20608949661254883,0.3652641177177429,0.002280494198203087,0.0,0.19793550670146942,0.32817041873931885,-0.016875989735126495,0.0,0.21359995007514954,0.40309274196624756,0.003651893464848399,0.0,0.22515451908111572,0.41454246640205383,0.024374965578317642,0.0
a,0.27057117223739624,0.6529704928398132,-4.3462569010443985e-07,0.0,0.3581545948982239,0.6120307445526123,-0.061834610998630524,0.0,0.43694937229156494,0.48783057928085327,-0.07883328199386597,0.0,0.45693349838256836,0.34726765751838684,-0.08473458886146545,0.0,0.4476248621940613,0.24539527297019958,-0.07668634504079819,0.0,0.39347949624061584,0.3472675085067749,-0.02898946963250637,0.0,0.3834254741668701,0.281470388174057,-0.07256778329610825,0.0,0.3757619559764862,0.39617255330085754,-0.09208676218986511,0.0,0.379621297121048,0.40777841210365295,-0.1004546657204628,0.0,0.32851314544677734,0.3456839323043823,-0.00846924725919962,0.0,0.31354397535324097,0.28579476475715637,-0.0522724948823452,0.0,0.32025134563446045,0.4152829349040985,-0.054963793605566025,0.0,0.3282545804977417,0.4076445698738098,-0.047607362270355225,0.0,0.26802971959114075,0.3575841188430786,0.0023544346913695335,0.0,0.2530539333820343,0.29902875423431396,-0.04066332057118416,0.0,0.26578548550605774,0.4139201045036316,-0.01557962130755186,0.0,0.27965065836906433,0.4163815677165985,0.010961033403873444,0.0,0.20911654829978943,0.3677561283111572,0.007909265346825123,0.0,0.19857463240623474,0.33574405312538147,-0.011736879125237465,0.0,0.21438759565353394,0.4096423089504242,0.009822506457567215,0.0,0.22915512323379517,0.4175775647163391,0.03253946080803871,0.0
a,0.27680423855781555,0.6751856803894043,-4.148317032104387e-07,0.0,0.3620503544807434,0.6345229148864746,-0.06570742279291153,0.0,0.43993860483169556,0.5104689598083496,-0.08504131436347961,0.0,0.460273802280426,0.3714776337146759,-0.093178890645504,0.0,0.455599308013916,0.2711583375930786,-0.08733151853084564,0.0,0.401761531829834,0.36328229308128357,-0.027146216481924057,0.0,0.38500261306762695,0.307236909866333,-0.07180086523294449,0.0,0.3786192536354065,0.41908854246139526,-0.09166764467954636,0.0,0.3842393755912781,0.4250997304916382,-0.0998559519648552,0.0,0.33615171909332275,0.35771211981773376,-0.00491125974804163,0.0,0.3145120441913605,0.3063507378101349,-0.05221138149499893,0.0,0.3207125663757324,0.43518906831741333,-0.05578427016735077,0.0,0.3299408257007599,0.4222586750984192,-0.0471627414226532,0.0,0.275486022233963,0.3650038540363312,0.006906271446496248,0.0,0.2542688846588135,0.3126225769519806,-0.03978969529271126,0.0,0.2673681676387787,0.42779073119163513,-0.015592786483466625,0.0,0.2831943929195404,0.4278084337711334,0.012074463069438934,0.0,0.21667641401290894,0.37081167101860046,0.01309848204255104,0.0,0.20231719315052032,0.34417542815208435,-0.00949044805020094,0.0,0.21852317452430725,0.4186825156211853,0.01071235816925764,0.0,0.2365340292453766,0.42439132928848267,0.03390403464436531,0.0
a,0.2770055830478668,0.6809108257293701,-2.628372897106601e-07,0.0,0.35839489102363586,0.6429386138916016,-0.0778605192899704,0.0,0.43190300464630127,0.5244954228401184,-0.10528460890054703,0.0,0.4588674306869507,0.38620883226394653,-0.11944670230150223,0.0,0.4601118564605713,0.2808104157447815,-0.11879858374595642,0.0,0.4100201427936554,0.3652378022670746,-0.036765649914741516,0.0,0.38407057523727417,0.32138293981552124,-0.08698837459087372,0.0,0.3766794502735138,0.4239335060119629,-0.10979070514440536,0.0,0.38767918944358826,0.4186992049217224,-0.1192220076918602,0.0,0.3438654839992523,0.35823217034339905,-0.008535993285477161,0.0,0.3135879933834076,0.31831252574920654,-0.06130857765674591,0.0,0.317439466714859,0.44563645124435425,-0.06449771672487259,0.0,0.3325038552284241,0.4232032895088196,-0.05432992801070213,0.0,0.2816707491874695,0.3644993305206299,0.007845256477594376,0.0,0.25369641184806824,0.32010871171951294,-0.04354991391301155,0.0,0.2649106979370117,0.4338349401950836,-0.019619612023234367,0.0,0.2860925793647766,0.42853474617004395,0.009153513237833977,0.0,0.22273778915405273,0.3681473731994629,0.01750754378736019,0.0,0.2023082971572876,0.3501383066177368,-0.007194387260824442,0.0,0.21721982955932617,0.421886146068573,0.0106967156752944,0.0,0.2399175465106964,0.42364367842674255,0.032742612063884735,0.0
a,0.2800936698913574,0.6751782894134521,-2.628437982821197e-07,0.0,0.36111265420913696,0.6386314630508423,-0.07283153384923935,0.0,0.4356563091278076,0.5236963629722595,-0.09885774552822113,0.0,0.46169400215148926,0.38795414566993713,-0.11232424527406693,0.0,0.46684402227401733,0.2840055227279663,-0.11117984354496002,0.0,0.4126054644584656,0.36130931973457336,-0.032723814249038696,0.0,0.38605251908302307,0.314089298248291,-0.08076273649930954,0.0,0.3784002661705017,0.4193134307861328,-0.10194205492734909,0.0,0.3898681700229645,0.4242607355117798,-0.11004066467285156,0.0,0.345409631729126,0.35376667976379395,-0.006321319378912449,0.0,0.3157029151916504,0.3093077540397644,-0.054228801280260086,0.0,0.32001808285713196,0.43788933753967285,-0.05484282970428467,0.0,0.33569175004959106,0.4249047338962555,-0.04398088529706001,0.0,0.28270894289016724,0.36172592639923096,0.008724017068743706,0.0,0.2566128671169281,0.3140642046928406,-0.03790716454386711,0.0,0.26833218336105347,0.4278254210948944,-0.011277001351118088,0.0,0.28973814845085144,0.43036916851997375,0.017988840118050575,0.0,0.22429925203323364,0.3693622946739197,0.0173637717962265,0.0,0.20402443408966064,0.3459438681602478,-0.004496586974710226,0.0,0.21914120018482208,0.4177185893058777,0.015375625342130661,0.0,0.24234600365161896,0.4231206178665161,0.03832058608531952,0.0
a,0.2897331714630127,0.6608958840370178,-3.9860069023234246e-07,0.0,0.3761417865753174,0.6265643835067749,-0.06145192310214043,0.0,0.46106451749801636,0.5069655179977417,-0.07821016758680344,0.0,0.4853364825248718,0.3726206123828888,-0.08374304324388504,0.0,0.5000584125518799,0.27817484736442566,-0.07488163560628891,0.0,0.4335958957672119,0.35460638999938965,-0.02208278328180313,0.0,0.42093169689178467,0.30403223633766174,-0.06681735813617706,0.0,0.4077485203742981,0.40989288687705994,-0.0872037261724472,0.0,0.4110603630542755,0.41519418358802795,-0.09575293213129044,0.0,0.3635599911212921,0.3473007380962372,-0.001876699854619801,0.0,0.3481619358062744,0.2984088063240051,-0.04758534952998161,0.0,0.3475872576236725,0.42703986167907715,-0.04955178126692772,0.0,0.3568490445613861,0.41749313473701477,-0.03989732638001442,0.0,0.2983771860599518,0.35332146286964417,0.007708945777267218,0.0,0.2820489704608917,0.30119943618774414,-0.038461316376924515,0.0,0.29072582721710205,0.4178983271121979,-0.013539169915020466,0.0,0.3065963685512543,0.4200523793697357,0.014419888146221638,0.0,0.2362767457962036,0.3610527813434601,0.012042555958032608,0.0,0.22663724422454834,0.3327171802520752,-0.009978474117815495,0.0,0.23951517045497894,0.4129897356033325,0.011220143176615238,0.0,0.25663673877716064,0.42109254002571106,0.03502269834280014,0.0
a,0.28310784697532654,0.6556317806243896,-3.890411619522638e-07,0.0,0.3735864460468292,0.6192901134490967,-0.06493720412254333,0.0,0.4605170488357544,0.5042710304260254,-0.0849851667881012,0.0,0.49136829376220703,0.36784419417381287,-0.09341828525066376,0.0,0.4983856976032257,0.26667410135269165,-0.08759035915136337,0.0,0.43268102407455444,0.3544716238975525,-0.028268275782465935,0.0,0.4275713860988617,0.2968893051147461,-0.07142584025859833,0.0,0.40987977385520935,0.4051293134689331,-0.08979464322328568,0.0,0.41141557693481445,0.4120051860809326,-0.09766093641519547,0.0,0.3636784255504608,0.34428632259368896,-0.0062279426492750645,0.0,0.35247746109962463,0.29126232862472534,-0.051083341240882874,0.0,0.34849175810813904,0.42192474007606506,-0.05265345424413681,0.0,0.35667940974235535,0.41350457072257996,-0.04371301829814911,0.0,0.29927343130111694,0.3498024642467499,0.005628165323287249,0.0,0.2884635627269745,0.29771852493286133,-0.038862813264131546,0.0,0.2936292886734009,0.4158012866973877,-0.013050737790763378,0.0,0.30777594447135925,0.41989296674728394,0.014537316747009754,0.0,0.23775482177734375,0.3551519215106964,0.012009851634502411,0.0,0.22890923917293549,0.32934555411338806,-0.008503522723913193,0.0,0.24092236161231995,0.40792468190193176,0.013032813556492329,0.0,0.25781503319740295,0.4164799153804779,0.03618659824132919,0.0
